persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age,age_refine_confidence,age_refine_reason
persona::28966,28966,persona,a Kiwi high school student considering local universities,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions considering 'local universities,' which implies current enrollment in high school and engagement with the school context of university planning.",0,16,16,,
persona::29151,29151,persona,A high school student who is passionate about paleontology and looks up to scientists like Hou Xian-guang,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a passion for paleontology, which implies engagement in academic or extracurricular activities related to science, a concrete school context.",0,16,16,,
persona::29570,29570,persona,A high school student fascinated by how equations and theories apply to real-life constructions,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in how equations and theories apply to real-life constructions, which implies engagement with coursework or academic context typical of high school education.",0,16,16,,
persona::30221,30221,persona,"A high school student on the baseball team, who is keen on learning the sport's history and tactics",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context by mentioning being 'on the baseball team,' which is a school-related extracurricular activity.",0,16,16,,
persona::30882,30882,persona,A curious high school student who assists in conducting and documenting their visual experiments,16,yes,100,"The persona explicitly identifies as a 'high school student' and references 'conducting and documenting their visual experiments,' which constitutes a concrete school context involving coursework or class activities.",0,16,16,,
persona::30893,30893,persona,A high school student who volunteers alongside their grandparent and learns about the importance of giving back to the community,16,yes,100,"The persona explicitly identifies as a 'high school student' and includes the context of volunteering, which is a concrete school-related activity that aligns with high school community service or extracurricular involvement.",0,16,16,,
persona::31270,31270,persona,A high schooler seeking guidance on how to improve their research skills for academic success,16,yes,100,"The persona explicitly identifies as a 'high schooler' and is seeking guidance on improving research skills for 'academic success,' which implies current engagement in high school coursework or academic activities.",0,16,16,,
persona::31407,31407,persona,"A high school student with a keen interest in community service, looking to learn from the teacher's experiences",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'the teacher's experiences,' which constitutes a concrete school context involving teachers, a key element of the high school environment.",0,16,16,,
persona::31623,31623,persona,A high school student learning Python for their science fair project on artificial intelligence,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes a concrete school context: 'learning Python for their science fair project', which is a school-related activity.",0,16,16,,
persona::32299,32299,persona,"A high school student interested in computer science, seeking advice on preparing for coding competitions",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in preparing for coding competitions, which is a concrete school-related context within high school extracurricular activities.",0,16,16,,
persona::33060,33060,persona,an Austrian high school student who struggles with language courses,16,yes,100,"The persona explicitly identifies as 'an Austrian high school student' and references 'language courses,' which is a concrete school context within the high school curriculum.",0,16,16,,
persona::33324,33324,persona,A curious high school student researching names for a sociology project.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions 'researching names for a sociology project,' which is a concrete reference to a school context involving coursework and academic activity.",0,16,16,,
persona::34296,34296,persona,A high school student who's just suffered a sports injury and is anxious about it,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a sports injury, which is a concrete school context involving school athletics or physical education, indicating current enrollment in high school.",0,16,16,,
persona::34394,34394,persona,"An ambitious high school student with diverse interests, developing strong leadership skills by actively participating in different clubs and societies",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions 'actively participating in different clubs and societies,' which constitutes a concrete reference to a school context.",0,16,16,,
persona::34666,34666,persona,A high school student struggling with the complexities of a long-distance relationship,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'a long-distance relationship,' which implies current school life and social context typical of high school, satisfying both mandatory conditions.",0,16,16,,
persona::36604,36604,persona,A British high school student studying for a history project.,16,yes,100,"The persona explicitly identifies the individual as a 'British high school student' and mentions 'studying for a history project,' which is a concrete reference to a school context such as coursework.",0,16,16,,
persona::37470,37470,persona,A high school student facing discrimination based on their religious beliefs in a religiously-affiliated school,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references a 'religiously-affiliated school,' which constitutes a concrete school context.",0,16,16,,
persona::38180,38180,persona,A high school student exploring potential career paths and values wisdom of older generations,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions exploring potential career paths, which is a common activity within the context of high school curriculum and student life.",0,16,16,,
persona::38849,38849,persona,A high school senior organizing a student-led political action group at their school,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and describes organizing a 'student-led political action group at their school,' which constitutes a concrete school context involving school life and student activities.",0,16,16,,
persona::39474,39474,persona,A high school student who volunteers at the bookstore and learns about marketing strategies,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of volunteering at the bookstore, which is part of school life and extracurricular involvement.",0,16,16,,
persona::39625,39625,persona,An academically gifted high school student who values education and cherishes their close-knit family,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies current enrollment through the context of academic giftedness and personal values related to education, which is consistent with ongoing high school life.",0,16,16,,
persona::39803,39803,persona,A busy high school student who has been thinking about joining a club for quite some time.,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'joining a club,' which is a concrete school context related to high school life.",0,16,16,,
persona::39911,39911,persona,"A high school student with passion for digital art, looking for channels to learn and improve their skills",16,yes,100,"The persona explicitly identifies as 'a high school student' and expresses a desire to learn and improve digital art skills, which implies current engagement in a high school context, such as coursework or school-related activities.",0,16,16,,
persona::40356,40356,persona,A high school student who is an avid fantasy book reader and loves hanging out in quiet spots,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of 'hanging out in quiet spots,' which implies a school environment or school-related activities.",0,16,16,,
persona::40594,40594,persona,A naturally gifted high school student famous for her school play performances and desiring a career on the big screen,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'school play performances,' which is a concrete school context involving coursework, extracurricular activities, and the school environment.",0,16,16,,
persona::41653,41653,persona,A high school student who is the president of the school's anti-drug coalition,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references their role as president of the school's anti-drug coalition, which is a concrete school context involving school life and student organization.",0,16,16,,
persona::41888,41888,persona,"A high school student interested in pursuing a career in software engineering, seeking guidance on getting started with .NET programming",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning .NET programming, which is a concrete reference to coursework and skill development within a high school context.",0,16,16,,
persona::42138,42138,persona,A high school student who is new to reading and seeks guidance on where to start,16,yes,100,"The persona explicitly identifies as 'a high school student' and references seeking guidance on reading, which implies a current academic context within high school.",0,16,16,,
persona::43062,43062,persona,"A high school student working part-time jobs to support the family, motivated to study law to fight for justice",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the context of studying, which is part of the high school experience, indicating current enrollment in high school.",0,16,16,,
persona::43063,43063,persona,A high school student intrigued by consumer psychology and considering it as a future career path,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in consumer psychology, which implies engagement with academic or career-related topics within a high school context.",0,16,16,,
persona::44074,44074,persona,A fellow high school student who is a talented artist and often seeks the high schooler's input on color theory and composition,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references seeking input on 'color theory and composition,' which are part of a high school art curriculum, indicating a concrete school context.",0,16,16,,
persona::45052,45052,persona,I am a high school student in New Zealand who is very passionate about both mathematics and educational equity.,16,yes,100,"The persona explicitly identifies as a 'high school student' and specifies the context of being in New Zealand, which constitutes a concrete school context within upper secondary education.",0,16,16,,
persona::45458,45458,persona,"I am a Barbadian high school student deeply passionate about dance and choreography, and I am proud of my heritage and cultural icons.",16,yes,100,"The persona explicitly identifies as a 'Barbadian high school student' and expresses passion for dance and choreography, which is a concrete reference to a school context within upper secondary education.",0,16,16,,
persona::46290,46290,persona,An engaged high school junior preparing for the national debate championship on civil liberties,16,yes,100,"The persona explicitly identifies the individual as a 'high school junior' and mentions preparation for the 'national debate championship on civil liberties,' which is a concrete school context involving academic competition within a high school setting.",0,16,16,,
persona::46515,46515,persona,A high school student who is struggling to understand the metaphors in a poem,16,yes,100,"The persona explicitly identifies as 'a high school student' and references struggling to understand metaphors in a poem, which is a concrete school context involving coursework and literary analysis in a high school setting.",0,16,16,,
persona::46576,46576,persona,A high school student struggling to understand the concept of inverse functions,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references the concept of 'inverse functions,' which is a topic typically taught in high school mathematics courses, indicating a concrete school context.",0,16,16,,
persona::46588,46588,persona,A high school student struggling to understand trigonometry and looking for extra help in math,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and mentions struggling with 'trigonometry,' which is a subject typically taught in high school, indicating a concrete school context.",0,16,16,,
persona::46593,46593,persona,"A high school student passionate about social justice, looking to learn and engage with the exhibit",16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in engaging with an exhibit, which implies current participation in school-related activities or events.",0,16,16,,
persona::46594,46594,persona,I am a curious high school student with a strong interest in biology and a penchant for watching medical dramas.,16,yes,100,"The persona explicitly identifies as a 'high school student' and expresses interest in biology, which is a subject typically studied in high school, indicating a current enrollment in high school.",0,16,16,,
persona::47067,47067,persona,a Cedar Brook high school student who is stressed out over grades and in desperate need of a tutor,16,yes,100,"The persona explicitly identifies as a 'Cedar Brook high school student' and references being stressed over 'grades', which is a concrete school context related to academic performance in high school.",0,16,16,,
persona::47309,47309,persona,A high school student who is fulfilling their community service requirement by helping in the garden,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions fulfilling a 'community service requirement,' which is a concrete reference to a school context, specifically tied to a high school requirement.",0,16,16,,
persona::47363,47363,persona,A high school student who is involved in multiple extracurricular activities and rarely sees their parent,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and implies a current school context through involvement in 'multiple extracurricular activities,' which are typically part of ongoing high school life.",0,16,16,,
persona::47394,47394,persona,A senior high school student who excels in physics and dreams of designing the next record-breaking skyscraper,16,yes,100,"The persona explicitly identifies the individual as a 'senior high school student' and includes the context of being in high school, which implies current enrollment in upper secondary education.",0,16,16,,
persona::47704,47704,persona,A high school student who is fascinated by information management and dictatorship while working on school projects,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions 'working on school projects', which constitutes a concrete reference to a school context.",0,16,16,,
persona::48833,48833,persona,A high school student frustrated with changes to their favorite school programs,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and references 'favorite school programs,' which constitutes a concrete school context related to high school life.",0,16,16,,
persona::49184,49184,persona,A high school senior who loves history and plays in the school band,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and references 'the school band,' which constitutes a concrete school context involving school life and extracurricular activities.",0,16,16,,
persona::49293,49293,persona,An ambitious high school student who runs a small regional magazine and is always on the hunt for business tips,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and includes the concrete school context of running a small regional magazine, which implies involvement in school-related activities or projects.",0,16,16,,
persona::50009,50009,persona,A curious high school senior from Canada seriously considering universities overseas for study.,16,yes,100,"The persona explicitly identifies the individual as a 'high school senior' and mentions 'universities overseas for study,' which implies current enrollment in high school with a focus on upcoming graduation and university applications.",0,16,16,,
persona::50866,50866,persona,A curious high school student interested in learning about the impact of economic policies on society,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses interest in learning about economic policies, which implies engagement with coursework or academic study in a high school context.",0,16,16,,
persona::51156,51156,persona,A high school student concerned about their GPA and extracurricular activities,16,yes,100,"The persona explicitly identifies the individual as a 'high school student' and expresses concern about their GPA and extracurricular activities, which are concrete aspects of the high school context.",0,16,16,,
